,UnitID,Species,Collection_Locale,DateCollected,AssociatedMedia
3865,CAM044056,Eunica pusilla,F2prim7,2018811,"https://zenodo.org/record/4288250/files/CAM044056_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044056_d.JPG"
3866,CAM044057,Temenis laothoe,F2prim7,2018811,"https://zenodo.org/record/4288250/files/CAM044057_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044057_d.JPG"
3867,CAM044058,Pyrrhogyra cramen,F3prim7,2018811,"https://zenodo.org/record/4288250/files/CAM044058_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044058_d.JPG"
3868,CAM044059,Eunica pusilla,F3prim7,2018811,"https://zenodo.org/record/4288250/files/CAM044059_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044059_d.JPG"
3869,CAM044061,Memphis glauce,F5prim7,2018811,"https://zenodo.org/record/4288250/files/CAM044061_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044061_v.JPG"
3870,CAM044062,Memphis glauce,F5prim7,2018811,"https://zenodo.org/record/4288250/files/CAM044062_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044062_d.JPG"
3871,CAM044063,Memphis glauce,F5prim7,2018811,"https://zenodo.org/record/4288250/files/CAM044063_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044063_v.JPG"
3872,CAM044064,Memphis glauce,F5prim7,2018811,"https://zenodo.org/record/4288250/files/CAM044064_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044064_v.JPG"
3873,CAM044065,Memphis glauce,F5prim7,2018811,"https://zenodo.org/record/4288250/files/CAM044065_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044065_d.JPG"
3874,CAM044067,Marpesia crethon,F5prim7,2018811,"https://zenodo.org/record/4288250/files/CAM044067_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044067_v.JPG"
3875,CAM044069,Taygetis cleopatra,B6prim7,2018811,"https://zenodo.org/record/4288250/files/CAM044069_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044069_d.JPG"
3876,CAM044070,Temenis laothoe,F3prim1,2018811,"https://zenodo.org/record/4288250/files/CAM044070_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044070_d.JPG"
3877,CAM044071,Pyrrhogyra edocia,F2old1,2018816,"https://zenodo.org/record/4288250/files/CAM044071_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044071_v.JPG"
3878,CAM044072,Eunica marsolia,F2old1,2018816,"https://zenodo.org/record/4288250/files/CAM044072_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044072_v.JPG"
3879,CAM044073,Archaeoprepona demophon,F2old1,2018816,"https://zenodo.org/record/4288250/files/CAM044073_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044073_d.JPG"
3880,CAM044074,Batesia hypochlora,F2old1,2018816,"https://zenodo.org/record/4288250/files/CAM044074_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044074_d.JPG"
3881,CAM044075,Morpho helenor,F2old1,2018816,"https://zenodo.org/record/4288250/files/CAM044075_hwv.JPG ,
https://zenodo.org/record/4288250/files/CAM044075_hwd.JPG ,
https://zenodo.org/record/4288250/files/CAM044075_fwd.JPG ,
https://zenodo.org/record/4288250/files/CAM044075_fwv.JPG"
3882,CAM044076,Pyrrhogyra otolais,F3old1,2018816,"https://zenodo.org/record/4288250/files/CAM044076_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044076_d.JPG"
3883,CAM044077,Eunica marsolia,F3old1,2018816,"https://zenodo.org/record/4288250/files/CAM044077_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044077_d.JPG"
3884,CAM044078,Hamadryas arinome,F3old1,2018816,"https://zenodo.org/record/4288250/files/CAM044078_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044078_v.JPG"
3885,CAM044079,Eunica marsolia,B4old1,2018816,"https://zenodo.org/record/4288250/files/CAM044079_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044079_v.JPG"
3886,CAM044080,Archaeoprepona licomedes,B4old1,2018816,"https://zenodo.org/record/4288250/files/CAM044080_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044080_v.JPG"
3887,CAM044081,Caligo idomeneus,B4old1,2018816,"https://zenodo.org/record/4288250/files/CAM044081_hwd.JPG ,
https://zenodo.org/record/4288250/files/CAM044081_fwd.JPG ,
https://zenodo.org/record/4288250/files/CAM044081_hwv.JPG ,
https://zenodo.org/record/4288250/files/CAM044081_fwv.JPG"
3888,CAM044082,Tigridia acesta,F5old1,2018816,"https://zenodo.org/record/4288250/files/CAM044082_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044082_d.JPG"
3889,CAM044083,Eunica marsolia,F5old1,2018816,"https://zenodo.org/record/4288250/files/CAM044083_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044083_d.JPG"
3890,CAM044084,Pyrrhogyra edocia,F5old1,2018816,"https://zenodo.org/record/4288250/files/CAM044084_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044084_d.JPG"
3891,CAM044085,Batesia hypochlora,F5old1,2018816,"https://zenodo.org/record/4288250/files/CAM044085_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044085_d.JPG"
3892,CAM044086,Chloreuptychia agatha,B6old1,2018816,"https://zenodo.org/record/4288250/files/CAM044086_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044086_d.JPG"
3893,CAM044087,Taygetis thamyra,B6old1,2018816,"https://zenodo.org/record/4288250/files/CAM044087_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044087_d.JPG"
3894,CAM044088,Taygetis cleopatra,B6old1,2018816,"https://zenodo.org/record/4288250/files/CAM044088_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044088_v.JPG"
3895,CAM044089,Cissia proba,B1old2,2018816,"https://zenodo.org/record/4288250/files/CAM044089_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044089_v.JPG"
3896,CAM044090,Eunica marsolia,B1old2,2018816,"https://zenodo.org/record/4288250/files/CAM044090_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044090_v.JPG"
3897,CAM044091,Morpho menelaus,F2old2,2018816,"https://zenodo.org/record/4288250/files/CAM044091_hwd.JPG ,
https://zenodo.org/record/4288250/files/CAM044091_fwd.JPG ,
https://zenodo.org/record/4288250/files/CAM044091_hwv.JPG ,
https://zenodo.org/record/4288250/files/CAM044091_fwv.JPG"
3898,CAM044092,Catonephele orites,F3old2,2018816,"https://zenodo.org/record/4288250/files/CAM044092_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044092_d.JPG"
3899,CAM044093,Eunica marsolia,F2old3,2018816,"https://zenodo.org/record/4288250/files/CAM044093_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044093_d.JPG"
3900,CAM044094,Tigridia acesta,F2old3,2018816,"https://zenodo.org/record/4288250/files/CAM044094_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044094_d.JPG"
3901,CAM044095,Heliconius numata,F3old3,2018816,"https://zenodo.org/record/4288250/files/CAM044095_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044095_v.JPG"
3902,CAM044097,Eunica marsolia,F3old3,2018816,"https://zenodo.org/record/4288250/files/CAM044097_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044097_v.JPG"
3903,CAM044098,Taygetis thamyra,B4old3,2018816,"https://zenodo.org/record/4288250/files/CAM044098_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044098_v.JPG"
3904,CAM044099,Pyrrhogyra cramen,B4old3,2018816,"https://zenodo.org/record/4288250/files/CAM044099_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044099_v.JPG"
3905,CAM044100,Caligo idomeneus,B4old3,2018816,"https://zenodo.org/record/4288250/files/CAM044100_fwd.JPG ,
https://zenodo.org/record/4288250/files/CAM044100_hwv.JPG ,
https://zenodo.org/record/4288250/files/CAM044100_fwv.JPG ,
https://zenodo.org/record/4288250/files/CAM044100_hwd.JPG"
3906,CAM044101,Caligo idomeneus,B4old3,2018816,"https://zenodo.org/record/4288250/files/CAM044101_hwv.JPG ,
https://zenodo.org/record/4288250/files/CAM044101_fwd.JPG ,
https://zenodo.org/record/4288250/files/CAM044101_fwv.JPG ,
https://zenodo.org/record/4288250/files/CAM044101_hwd.JPG"
3907,CAM044103,Lasaia agesilas,F3old4,2018816,"https://zenodo.org/record/4288250/files/CAM044103_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044103_d.JPG"
3908,CAM044104,Bia actorion,B1old5,2018816,"https://zenodo.org/record/4288250/files/CAM044104_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044104_v.JPG"
3909,CAM044105,Eunica sophonisba,F2old5,2018816,"https://zenodo.org/record/4288250/files/CAM044105_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044105_d.JPG"
3910,CAM044106,Heliconius numata,B1old6,2018816,"https://zenodo.org/record/4288250/files/CAM044106_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044106_d.JPG"
3911,CAM044107,Pyrrhogyra amphiro,F2old6,2018816,"https://zenodo.org/record/4288250/files/CAM044107_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044107_d.JPG"
3912,CAM044108,Catonephele orites,F2old6,2018816,"https://zenodo.org/record/4288250/files/CAM044108_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044108_v.JPG"
3913,CAM044109,Memphis moruus,F2old6,2018816,"https://zenodo.org/record/4288250/files/CAM044109_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044109_v.JPG"
3914,CAM044110,Pyrrhogyra otolais,F2old6,2018816,"https://zenodo.org/record/4288250/files/CAM044110_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044110_v.JPG"
3915,CAM044111,Taygetis cleopatra,B4old6,2018816,"https://zenodo.org/record/4288250/files/CAM044111_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044111_v.JPG"
3916,CAM044112,Morpho helenor,B4old6,2018816,"https://zenodo.org/record/4288250/files/CAM044112_fwv.JPG ,
https://zenodo.org/record/4288250/files/CAM044112_fwd.JPG ,
https://zenodo.org/record/4288250/files/CAM044112_hwd.JPG ,
https://zenodo.org/record/4288250/files/CAM044112_hwv.JPG"
3917,CAM044113,Taygetis thamyra,B6old6,2018816,"https://zenodo.org/record/4288250/files/CAM044113_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044113_v.JPG"
3918,CAM044114,Eresia eunice,B6old6,2018816,"https://zenodo.org/record/4288250/files/CAM044114_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044114_v.JPG"
3919,CAM044115,Rhetus periander,F2old7,2018816,"https://zenodo.org/record/4288250/files/CAM044115_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044115_v.JPG"
3920,CAM044116,Temenis laothoe,F2old7,2018816,"https://zenodo.org/record/4288250/files/CAM044116_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044116_v.JPG"
3921,CAM044117,Morpho helenor,F2old7,2018816,"https://zenodo.org/record/4288250/files/CAM044117_fwd.JPG ,
https://zenodo.org/record/4288250/files/CAM044117_hwd.JPG ,
https://zenodo.org/record/4288250/files/CAM044117_hwv.JPG ,
https://zenodo.org/record/4288250/files/CAM044117_fwv.JPG"
3922,CAM044118,Eunica marsolia,F3old7,2018816,"https://zenodo.org/record/4288250/files/CAM044118_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044118_d.JPG"
3923,CAM044119,Caligo eurilochus,B4old7,2018816,"https://zenodo.org/record/4288250/files/CAM044119_hwv.JPG ,
https://zenodo.org/record/4288250/files/CAM044119_fwv.JPG ,
https://zenodo.org/record/4288250/files/CAM044119_fwd.JPG ,
https://zenodo.org/record/4288250/files/CAM044119_hwd.JPG"
3924,CAM044120,Taygetis cleopatra,B1old1,2018818,"https://zenodo.org/record/4288250/files/CAM044120_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044120_v.JPG"
3925,CAM044121,Taygetis cleopatra,B1old1,2018818,"https://zenodo.org/record/4288250/files/CAM044121_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044121_d.JPG"
3926,CAM044122,Taygetis thamyra,B1old1,2018818,"https://zenodo.org/record/4288250/files/CAM044122_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044122_d.JPG"
3927,CAM044123,Pyrrhogyra edocia,F2old1,2018818,"https://zenodo.org/record/4288250/files/CAM044123_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044123_d.JPG"
3928,CAM044124,Zaretis isidora,F2old1,2018818,"https://zenodo.org/record/4288250/files/CAM044124_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044124_v.JPG"
3929,CAM044125,Batesia hypochlora,F2old1,2018818,"https://zenodo.org/record/4288250/files/CAM044125_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044125_v.JPG"
3930,CAM044126,Batesia hypochlora,F2old1,2018818,"https://zenodo.org/record/4288250/files/CAM044126_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044126_d.JPG"
3931,CAM044127,Temenis laothoe,F2old1,2018818,"https://zenodo.org/record/4288250/files/CAM044127_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044127_d.JPG"
3932,CAM044128,Eunica clytia,F2old1,2018818,"https://zenodo.org/record/4288250/files/CAM044128_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044128_d.JPG"
3933,CAM044130,Eunica marsolia,F3old1,2018818,"https://zenodo.org/record/4288250/files/CAM044130_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044130_v.JPG"
3934,CAM044131,Temenis laothoe,F3old1,2018818,"https://zenodo.org/record/4288250/files/CAM044131_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044131_d.JPG"
3935,CAM044132,Temenis laothoe,F3old1,2018818,"https://zenodo.org/record/4288250/files/CAM044132_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044132_d.JPG"
3936,CAM044133,Batesia hypochlora,F3old1,2018818,"https://zenodo.org/record/4288250/files/CAM044133_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044133_v.JPG"
3937,CAM044134,Opsiphanes invirae,F3old1,2018818,"https://zenodo.org/record/4288250/files/CAM044134_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044134_v.JPG"
3938,CAM044135,Batesia hypochlora,F5old1,2018818,"https://zenodo.org/record/4288250/files/CAM044135_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044135_v.JPG"
3939,CAM044136,Taygetis cleopatra,B6old1,2018818,"https://zenodo.org/record/4288250/files/CAM044136_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044136_d.JPG"
3940,CAM044137,Taygetis cleopatra,B6old1,2018818,"https://zenodo.org/record/4288250/files/CAM044137_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044137_v.JPG"
3941,CAM044138,Archaeoprepona demophon,B6old1,2018818,"https://zenodo.org/record/4288250/files/CAM044138_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044138_d.JPG"
3942,CAM044140,Opsiphanes invirae,B1old2,2018818,"https://zenodo.org/record/4288250/files/CAM044140_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044140_d.JPG"
3943,CAM044144,Memphis moruus,F2old2,2018818,"https://zenodo.org/record/4288250/files/CAM044144_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044144_v.JPG"
3944,CAM044145,Temenis pulchra,F2old2,2018818,"https://zenodo.org/record/4288250/files/CAM044145_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044145_d.JPG"
3945,CAM044146,Temenis pulchra,F3old2,2018818,"https://zenodo.org/record/4288250/files/CAM044146_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044146_d.JPG"
3946,CAM044147,Eunica marsolia,B4old2,2018818,"https://zenodo.org/record/4288250/files/CAM044147_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044147_v.JPG"
3947,CAM044148,Pyrrhogyra amphiro,F5old2,2018818,"https://zenodo.org/record/4288250/files/CAM044148_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044148_d.JPG"
3948,CAM044149,Memphis moruus,F5old2,2018818,"https://zenodo.org/record/4288250/files/CAM044149_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044149_v.JPG"
3949,CAM044150,Temenis laothoe,F5old2,2018818,"https://zenodo.org/record/4288250/files/CAM044150_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044150_v.JPG"
3950,CAM044151,Opsiphanes invirae,F5old2,2018818,"https://zenodo.org/record/4288250/files/CAM044151_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044151_d.JPG"
3951,CAM044152,Taygetis cleopatra,B6old2,2018818,"https://zenodo.org/record/4288250/files/CAM044152_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044152_v.JPG"
3952,CAM044153,Pseudodebis marpessa,B6old2,2018818,"https://zenodo.org/record/4288250/files/CAM044153_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044153_v.JPG"
3953,CAM044155,Nessaea obrinus,B1old3,2018818,"https://zenodo.org/record/4288250/files/CAM044155_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044155_v.JPG"
3954,CAM044156,Eunica pusilla,F2old3,2018818,"https://zenodo.org/record/4288250/files/CAM044156_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044156_d.JPG"
3955,CAM044157,Pyrrhogyra otolais,F2old3,2018818,"https://zenodo.org/record/4288250/files/CAM044157_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044157_v.JPG"
3956,CAM044159,Opsiphanes invirae,F2old3,2018818,"https://zenodo.org/record/4288250/files/CAM044159_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044159_v.JPG"
3957,CAM044160,Batesia hypochlora,F2old3,2018818,"https://zenodo.org/record/4288250/files/CAM044160_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044160_v.JPG"
3958,CAM044161,Batesia hypochlora,F3old3,2018818,"https://zenodo.org/record/4288250/files/CAM044161_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044161_v.JPG"
3959,CAM044163,Batesia hypochlora,F3old3,2018818,"https://zenodo.org/record/4288250/files/CAM044163_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044163_d.JPG"
3960,CAM044164,Zaretis isidora,F3old3,2018818,"https://zenodo.org/record/4288250/files/CAM044164_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044164_v.JPG"
3961,CAM044165,Eunica marsolia,F3old3,2018818,"https://zenodo.org/record/4288250/files/CAM044165_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044165_v.JPG"
3962,CAM044167,Prepona claudina,F3old3,2018818,"https://zenodo.org/record/4288250/files/CAM044167_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044167_v.JPG"
3963,CAM044169,Lasaia agesilas,B4old3,2018818,"https://zenodo.org/record/4288250/files/CAM044169_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044169_d.JPG"
3964,CAM044170,Pyrrhogyra otolais,F5old3,2018818,"https://zenodo.org/record/4288250/files/CAM044170_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044170_d.JPG"
3965,CAM044172,Taygetis cleopatra,B6old3,2018818,"https://zenodo.org/record/4288250/files/CAM044172_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044172_v.JPG"
3966,CAM044173,Taygetis sp.,B1old4,2018818,"https://zenodo.org/record/4288250/files/CAM044173_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044173_v.JPG"
3967,CAM044174,Nessaea obrinus,B1old4,2018818,"https://zenodo.org/record/4288250/files/CAM044174_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044174_d.JPG"
3968,CAM044175,Rhetus periander,F2old4,2018818,"https://zenodo.org/record/4288250/files/CAM044175_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044175_d.JPG"
3969,CAM044176,Prepona laertes,F2old4,2018818,"https://zenodo.org/record/4288250/files/CAM044176_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044176_d.JPG"
3970,CAM044177,Archaeoprepona demophon,F3old4,2018818,"https://zenodo.org/record/4288250/files/CAM044177_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044177_v.JPG"
3971,CAM044178,Catoblepia berecynthia,F3old4,2018818,"https://zenodo.org/record/4288250/files/CAM044178_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044178_d.JPG"
3972,CAM044179,Memphis moruus,F3old4,2018818,"https://zenodo.org/record/4288250/files/CAM044179_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044179_v.JPG"
3973,CAM044180,Esthemopsis jesse,F3old4,2018818,"https://zenodo.org/record/4288250/files/CAM044180_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044180_d.JPG"
3974,CAM044181,Caligo idomeneus,B4old4,2018818,"https://zenodo.org/record/4288250/files/CAM044181_fwd.JPG ,
https://zenodo.org/record/4288250/files/CAM044181_fwv.JPG ,
https://zenodo.org/record/4288250/files/CAM044181_hwv.JPG ,
https://zenodo.org/record/4288250/files/CAM044181_hwd.JPG"
3975,CAM044182,Taygetis cleopatra,B4old4,2018818,"https://zenodo.org/record/4288250/files/CAM044182_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044182_v.JPG"
3976,CAM044183,Memphis mora,F5old4,2018818,"https://zenodo.org/record/4288250/files/CAM044183_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044183_d.JPG"
3977,CAM044184,Opsiphanes invirae,F5old4,2018818,"https://zenodo.org/record/4288250/files/CAM044184_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044184_d.JPG"
3978,CAM044185,Heliconius xanthodes,F5old4,2018818,"https://zenodo.org/record/4288250/files/CAM044185_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044185_v.JPG"
3979,CAM044186,Taygetis thamyra,B6old4,2018818,"https://zenodo.org/record/4288250/files/CAM044186_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044186_d.JPG"
3980,CAM044188,Taygetis cleopatra,B1old5,2018818,"https://zenodo.org/record/4288250/files/CAM044188_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044188_d.JPG"
3981,CAM044189,Memphis moruus,F2old5,2018818,"https://zenodo.org/record/4288250/files/CAM044189_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044189_d.JPG"
3982,CAM044193,Opsiphanes invirae,F3old5,2018818,"https://zenodo.org/record/4288250/files/CAM044193_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044193_v.JPG"
3983,CAM044195,Eresia eunice,F2old6,2018818,"https://zenodo.org/record/4288250/files/CAM044195_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044195_d.JPG"
3984,CAM044197,Nessaea obrinus,F2old6,2018818,"https://zenodo.org/record/4288250/files/CAM044197_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044197_v.JPG"
3985,CAM044199,Prepona laertes,F3old6,2018818,"https://zenodo.org/record/4288250/files/CAM044199_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044199_d.JPG"
3986,CAM044200,Pyrrhogyra cramen,F3old6,2018818,"https://zenodo.org/record/4288250/files/CAM044200_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044200_v.JPG"
3987,CAM044204,Pyrrhogyra edocia,F5old6,2018818,"https://zenodo.org/record/4288250/files/CAM044204_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044204_d.JPG"
3988,CAM044205,Temenis laothoe,F5old6,2018818,"https://zenodo.org/record/4288250/files/CAM044205_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044205_d.JPG"
3989,CAM044206,Prepona claudina,F5old6,2018818,"https://zenodo.org/record/4288250/files/CAM044206_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044206_v.JPG"
3990,CAM044209,Opsiphanes invirae,B1old7,2018818,"https://zenodo.org/record/4288250/files/CAM044209_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044209_v.JPG"
3991,CAM044210,Prepona pheridamas,B1old7,2018818,"https://zenodo.org/record/4288250/files/CAM044210_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044210_v.JPG"
3992,CAM044211,Opsiphanes invirae,B1old7,2018818,"https://zenodo.org/record/4288250/files/CAM044211_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044211_v.JPG"
3993,CAM044216,Catonephele orites,F3old7,2018818,"https://zenodo.org/record/4288250/files/CAM044216_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044216_v.JPG"
3994,CAM044217,Archaeoprepona demophon,F5old7,2018818,"https://zenodo.org/record/4288250/files/CAM044217_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044217_v.JPG"
3995,CAM044218,Catoblepia berecynthia,B6old7,2018818,"https://zenodo.org/record/4288250/files/CAM044218_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044218_d.JPG"
3996,CAM044220,Caligo idomeneus,B1old1,2018822,"https://zenodo.org/record/4288250/files/CAM044220_hwv.JPG ,
https://zenodo.org/record/4288250/files/CAM044220_fwv.JPG ,
https://zenodo.org/record/4288250/files/CAM044220_hwd.JPG ,
https://zenodo.org/record/4288250/files/CAM044220_fwd.JPG"
3997,CAM044221,Opsiphanes quiteria,B1old1,2018822,"https://zenodo.org/record/4288250/files/CAM044221_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044221_d.JPG"
3998,CAM044222,Taygetis cleopatra,B1old1,2018822,"https://zenodo.org/record/4288250/files/CAM044222_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044222_d.JPG"
3999,CAM044223,Chloreuptychia herseis,B1old1,2018822,"https://zenodo.org/record/4288250/files/CAM044223_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044223_d.JPG"
4000,CAM044224,Tigridia acesta,B1old1,2018822,"https://zenodo.org/record/4288250/files/CAM044224_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044224_v.JPG"
4001,CAM044225,Temenis laothoe,F2old1,2018822,"https://zenodo.org/record/4288250/files/CAM044225_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044225_d.JPG"
4002,CAM044226,Eunica clytia,F2old1,2018822,"https://zenodo.org/record/4288250/files/CAM044226_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044226_v.JPG"
4003,CAM044227,Pyrrhogyra amphiro,F2old1,2018822,"https://zenodo.org/record/4288250/files/CAM044227_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044227_v.JPG"
4004,CAM044228,Adelpha malea,F2old1,2018822,"https://zenodo.org/record/4288250/files/CAM044228_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044228_d.JPG"
4005,CAM044229,Eunica pusilla,F3old1,2018822,"https://zenodo.org/record/4288250/files/CAM044229_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044229_v.JPG"
4006,CAM044230,Temenis laothoe,F3old1,2018822,"https://zenodo.org/record/4288250/files/CAM044230_d.JPG ,
https://zenodo.org/record/4288250/files/CAM044230_v.JPG"
4007,CAM044231,Chloreuptychia herseis,B4old1,2018822,"https://zenodo.org/record/4288250/files/CAM044231_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044231_d.JPG"
4008,CAM044232,Chloreuptychia agatha,B4old1,2018822,"https://zenodo.org/record/4288250/files/CAM044232_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044232_d.JPG"
4009,CAM044233,Morpho helenor,B4old1,2018822,"https://zenodo.org/record/4288250/files/CAM044233_hwd.JPG ,
https://zenodo.org/record/4288250/files/CAM044233_fwv.JPG ,
https://zenodo.org/record/4288250/files/CAM044233_fwd.JPG ,
https://zenodo.org/record/4288250/files/CAM044233_hwv.JPG"
4010,CAM044234,Opsiphanes invirae,F5old1,2018822,"https://zenodo.org/record/4288250/files/CAM044234_v.JPG ,
https://zenodo.org/record/4288250/files/CAM044234_d.JPG"
